PostId,CreationDate,Name,Text
"3106452","2016-11-30 11:18:35","Edit Body","Suppose, I have a webserver which holds numerous servlets. For information passing among those servlets I am setting session and instance variables.

Now, if 2 or more users send request to this server then what happens to the session variables? Will they all be common for all the users or they will be different for each user. If they are different, then how was the server able to differentiate between different users?

One more similar question, if there are `n` users accessing a particular servlet, then this servlet gets instantiated only the first time the first user accessed it or does it get instantiated for all the users separately? In other words, what happens to the instance variables?"
"3106452","2017-03-21 20:31:45","Edit Body","Suppose, I have a webserver which holds numerous servlets. For information passing among those servlets I am setting session and instance variables.­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­­

Now, if 2 or more users send request to this server then what happens to the session variables? Will they all be common for all the users or they will be different for each user. If they are different, then how was the server able to differentiate between different users?

One more similar question, if there are `n` users accessing a particular servlet, then this servlet gets instantiated only the first time the first user accessed it or does it get instantiated for all the users separately? In other words, what happens to the instance variables?"
"3106452","2017-03-22 16:22:02","Rollback Body","Suppose, I have a webserver which holds numerous servlets. For information passing among those servlets I am setting session and instance variables.

Now, if 2 or more users send request to this server then what happens to the session variables? Will they all be common for all the users or they will be different for each user. If they are different, then how was the server able to differentiate between different users?

One more similar question, if there are `n` users accessing a particular servlet, then this servlet gets instantiated only the first time the first user accessed it or does it get instantiated for all the users separately? In other words, what happens to the instance variables?"
"3106452","2020-04-19 11:32:28","Edit Body","Suppose, I have a webserver which holds numerous servlets. For information passing among those servlets I am setting session and instance variables.

Now, if 2 or more users send request to this server then what happens to the session variables?   
Will they all be common for all the users or they will be different for each user?  
If they are different, then how was the server able to differentiate between different users?

One more similar question, if there are `n` users accessing a particular servlet, then this servlet gets instantiated only the first time the first user accessed it or does it get instantiated for all the users separately?   
In other words, what happens to the instance variables?"
"3289601","2010-07-20 11:53:41","Initial Title","nulls object in Python?"
"3289601","2010-07-20 11:53:41","Initial Tags","<python><null>"
"3289601","2010-07-20 11:53:41","Initial Body","How do I refer to the null object in Python?"
"3289601","2013-03-14 17:18:54","Edit Title","null object in Python?"
"3289601","2020-06-20 14:50:12","Edit Title","Referring to the null object in Python"
"3289601","2022-03-13 10:36:15","Edit Tags","<python><python-3.x><object><null><interpreted-language>"
"3289601","2022-08-23 07:20:02","Edit Tags","<python><object><null>"
"3289601","2022-08-23 07:20:02","Edit Body","How do I refer to the [null object][null_ptr] in Python?

[null_ptr]: https://en.wikipedia.org/wiki/Null_pointer"
"3289601","2022-08-23 07:20:02","Edit Title","Null object in Python"
"5844672","2011-04-30 21:20:57","Initial Tags","<python><dictionary><remove>"
"5844672","2011-04-30 21:20:57","Initial Body","Is there a way to delete an element from a dictionary in python?

I know i can just call `.pop` on the dictionary, but that returns the element that was removed. What im looking for is something returns the dictionary *minus* the element in question. 

At present i have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the element removed, i just wondered whether there was more elegant solution?"
"5844672","2011-04-30 21:20:57","Initial Title","Delete an element from a dictionary"
"5844672","2011-04-30 21:24:04","Edit Body","Is there a way to delete an element from a dictionary in Python?

I know I can just call `.pop` on the dictionary, but that returns the element that was removed. What I'm looking for is something returns the dictionary *minus* the element in question. 

At present I have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the element removed, Is there a more elegant solution?"
"5844672","2011-04-30 21:24:04","Edit Tags","<python><dictionary>"
"5844672","2012-04-25 15:58:23","Edit Body","> **Possible Duplicate:**  
> [Best method to delete an item from a dict](http://stackoverflow.com/questions/5713218/best-method-to-delete-an-item-from-a-dict)  

<!-- End of automatically inserted text -->

Is there a way to delete an element from a dictionary in Python?

I know I can just call `.pop` on the dictionary, but that returns the element that was removed. What I'm looking for is something returns the dictionary *minus* the element in question. 

At present I have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the element removed, Is there a more elegant solution?"
"5844672","2013-02-16 15:18:33","Edit Body","Is there a way to delete an element from a dictionary in Python?

I know I can just call `.pop` on the dictionary, but that returns the element that was removed. What I'm looking for is something returns the dictionary *minus* the element in question. 

At present I have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the element removed, Is there a more elegant solution?"
"5844672","2017-01-25 22:40:38","Edit Body","Is there a way to delete an item from a dictionary in Python?

I know I can just call `.pop` on the dictionary, but that returns the item that was removed. What I'm looking for is something returns the dictionary *minus* the element in question. 

At present I have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the item removed, Is there a more elegant solution?"
"5844672","2017-01-25 22:40:38","Edit Title","Delete an item from a dictionary"
"5844672","2018-05-14 22:58:10","Edit Title","Make copy of a dictionary, deleting an item"
"5844672","2018-05-14 22:58:10","Edit Tags","<python><dictionary><copy><pop><del>"
"5844672","2018-05-15 00:28:50","Edit Body","> ###Delete key from dictionary without modifying the original to return a copy

Is there a way to delete an item from a dictionary in Python?

I know I can just call `.pop` on the dictionary, but that returns the item that was removed. What I'm looking for is something returns the dictionary *minus* the element in question. 

At present I have a helper function that accepts the dictionary in question as parameter, and then returns a dictionary with the item removed, Is there a more elegant solution?"
"5844672","2018-05-15 00:28:50","Edit Title","Delete key from dictionary"
"5844672","2018-05-15 01:10:33","Edit Body","Is there a way to delete an item from a dictionary in Python?

"
"5844672","2018-05-15 01:10:33","Edit Tags","<python><dictionary><pop><del>"
"5844672","2018-05-15 01:14:05","Edit Body","Is there a way to delete an item from a dictionary in Python?

Additionally, how can I delete an item from a dictionary to return a copy (i.e., not modifying the original)?

"
"5844672","2018-05-15 01:14:05","Edit Title","Delete an element from a dictionary"
"5844672","2019-08-22 16:20:41","Edit Tags","<python><dictionary><del>"
"5844672","2022-06-06 05:13:07","Edit Body","How do I delete an item from a dictionary in Python?

Without modifying the original dictionary, how do I obtain another dict with the item removed?

"
"5844672","2023-02-12 10:39:39","Edit Body","How do I delete an item from a dictionary in Python?

Without modifying the original dictionary, how do I obtain another dict with the item removed?

----

<sub>See also https://stackoverflow.com/questions/11277432 for the specific issue of removing an item (by key) that may not already be present.</sub>

"
"5844672","2025-03-24 16:45:10","Edit Body","1. How do I delete an item from a dictionary in Python?
2. **Without** modifying the original dictionary, how do I obtain **another** dictionary with the item removed?

----

<sub>See also https://stackoverflow.com/questions/11277432 for the specific issue of removing an item (by key) that may not already be present.</sub>

"
"9483757","2012-02-28 14:30:17","Initial Body","I'm trying to learn git with the help of git immersion http://gitimmersion.com/
But there's one thing that frustrates me whenever I use git log.

![enter image description here][1]


  [1]: https://i.sstatic.net/yJ0Ms.png


I can't figure out what to do next when I encounter this (END) word. I can't type any commands and I end up closing the current bash and open another. How do I type in the next command that I want to use?"
"9483757","2012-02-28 14:30:17","Initial Tags","<git>"
"9483757","2012-02-28 14:30:17","Initial Title","END in git bash"
"9483757","2014-05-16 15:20:52","Edit Title","How to exit git log?"
"9483757","2017-08-01 08:11:16","Edit Tags","<git><git-diff><git-log>"
"9483757","2017-08-01 08:11:16","Edit Title","How to exit git log or git diff?"
"9483757","2017-08-01 08:11:16","Edit Body","I'm trying to learn Git with the help of [Git Immersion](http://gitimmersion.com/). There's one thing that frustrates me whenever I use `git log` or `git diff`:

![Git log shows (END) marker][1]

  [1]: https://i.sstatic.net/yJ0Ms.png

I can't figure out what to do next when I encounter this `(END)` word. I can't type any commands and I end up closing the current bash and open another. How do I type in the next command that I want to use?"
"9483757","2019-08-05 19:14:49","Edit Body","I'm trying to learn Git with the help of [Git Immersion][1]. There's one thing that frustrates me whenever I use `git log` or `git diff`:

![Git log shows (END) marker][2]

I can't figure out what to do next when I encounter this `(END)` word. I can't type any commands, and I end up closing the current Bash window and open another. How do I type in the next command that I want to use?

  [1]: http://gitimmersion.com/
  [2]: https://i.sstatic.net/yJ0Ms.png
"
"9483757","2019-08-05 19:14:49","Edit Title","How to exit git log or git diff"
"9483757","2020-04-17 17:57:11","Edit Body","I'm trying to learn Git with the help of [Git Immersion][1].   
There's one thing that frustrates me whenever I use `git log` or `git diff`:

![Git log shows (END) marker][2]

I can't figure out what to do next when I encounter this `(END)` word.

I can't type any commands, and I end up closing the current Bash window and open another. How do I type in the next command that I want to use?

  [1]: http://gitimmersion.com/
  [2]: https://i.sstatic.net/yJ0Ms.png
"
"10123953","2012-04-12 12:53:03","Initial Body","Say I have an array of a few objects:

    var array = [{id: 1 date: Mar 12 2012 10:00:00 AM}{id: 2 date: Mar 8 2012 08:00:00 AM}];

How can I sort this array by the date element in order from the date closest to the current date and time down? Keep in mind that the array may have many objects, but for the sake of simplicity I used 2.

Would I use the sort function and a custom comparator?"
"10123953","2012-04-12 12:53:03","Initial Tags","<javascript><datetime>"
"10123953","2012-04-12 12:53:03","Initial Title","Sort Javascript Object Array By Date"
"10123953","2012-04-13 02:45:07","Edit Body","Say I have an array of a few objects:

    var array = [{id: 1 date: Mar 12 2012 10:00:00 AM}{id: 2 date: Mar 8 2012 08:00:00 AM}];

How can I sort this array by the date element in order from the date closest to the current date and time down? Keep in mind that the array may have many objects, but for the sake of simplicity I used 2.

Would I use the sort function and a custom comparator?

**UPDATE**

In my specific case, I wanted the dates arranged from the most recent to the oldest. It ended up that I had to reverse the simple function's logic as so:

    array.sort(function(a, b) {
		a = new Date(a.dateModified);
		b = new Date(b.dateModified);
		return a>b ? -1 : a<b ? 1 : 0;
	});

This sorts the dates from the most recent."
"10123953","2015-12-08 21:40:52","Edit Body","Say I have an array of a few objects:

    var array = [{id: 1, date: Mar 12 2012 10:00:00 AM}, {id: 2, date: Mar 8 2012 08:00:00 AM}];

How can I sort this array by the date element in order from the date closest to the current date and time down? Keep in mind that the array may have many objects, but for the sake of simplicity I used 2.

Would I use the sort function and a custom comparator?

**UPDATE**

In my specific case, I wanted the dates arranged from the most recent to the oldest. It ended up that I had to reverse the simple function's logic as so:

    array.sort(function(a, b) {
		a = new Date(a.dateModified);
		b = new Date(b.dateModified);
		return a>b ? -1 : a<b ? 1 : 0;
	});

This sorts the dates from the most recent."
"10123953","2019-07-11 15:33:54","Edit Title","Sort array by a date property"
"10123953","2019-07-11 15:33:54","Edit Body","Say I have an array of a few objects:

    var array = [{id: 1, date: Mar 12 2012 10:00:00 AM}, {id: 2, date: Mar 8 2012 08:00:00 AM}];

How can I sort this array by the date element in order from the date closest to the current date and time down? Keep in mind that the array may have many objects, but for the sake of simplicity I used 2.

Would I use the sort function and a custom comparator?

**UPDATE:**

In my specific case, I wanted the dates arranged from the most recent to the oldest. It ended up that I had to reverse the simple function's logic as so:

    array.sort(function(a, b) {
		a = new Date(a.dateModified);
		b = new Date(b.dateModified);
		return a>b ? -1 : a<b ? 1 : 0;
	});

This sorts the dates from the most recent."
"10123953","2019-07-19 04:33:16","Edit Title","How to sort an array by a date property"
"10123953","2020-07-11 09:21:34","Edit Body","Say I have an array of a few objects:

    var array = [{id: 1, date: Mar 12 2012 10:00:00 AM}, {id: 2, date: Mar 8 2012 08:00:00 AM}];

How can I sort this array by the date element in order from the date closest to the current date and time down? Keep in mind that the array may have many objects, but for the sake of simplicity I used 2.

Would I use the sort function and a custom comparator?"
"10123953","2021-01-21 10:07:15","Edit Title","How to sort an object array by date property?"
